id	title	revenue	vote_count	vote_average	popularity
35185	The Smallest Show on Earth	0	6	7.1	0.73743
15802	Tokyo Decadence	0	21	6.0	1.9605669999999997
39948	Two Way Stretch	0	12	6.6	2.4867209999999997
8286	The Unfaithful Wife	0	16	7.2	1.6617
43028	Victim	0	25	7.0	1.289505
65300	Endangered Species	0	4	6.8	0.8422370000000001
24129	The Simple-Minded Murderer	0	12	7.0	1.2634940000000001
4628	Enigma	0	5	5.8	0.778734
4193	Evil Under the Sun	6110000	73	6.5	10.526095
10724	Firefox	70687344	141	5.5	8.97528
89571	Five Days One Summer	0	4	5.5	0.34165300000000004
32065	Forced Vengeance	6660333	14	5.8	1.112171
11915	The Gendarme and the Gendarmettes	0	89	6.2	4.724443
42136	The Grey Fox	0	5	7.2	0.19251300000000002
28307	Hammett	0	18	6.3	2.8492029999999997
37917	Honkytonk Man	0	39	5.4	3.7936339999999995
70011	Human Highway	0	6	5.0	0.478192
37191	I, the Jury	0	6	5.7	0.9057879999999999
210092	If You Could See What I Hear	0	1	5.0	0.25422
3028	Jekyll and Hyde ... Together Again	0	5	4.6	1.3529790000000002
29224	Jönssonligan & DynamitHarry	0	13	5.0	1.040732
81001	Kiss Me Goodbye	0	9	5.8	5.022444999999999
8219	Labyrinth of Passion	0	26	6.5	3.8052650000000003
27088	The Last American Virgin	0	48	6.4	9.390673
10150	The Last Unicorn	6455530	117	7.0	6.634939
20980	Liquid Sky	0	22	6.1	1.0762129999999999
16407	Dragon Lord	0	22	6.1	4.068512999999999
41913	Making Love	0	9	4.9	3.389796
30875	Manhattan Baby	0	11	5.4	1.243242
29450	The Marathon Family	0	16	7.8	1.980535
27380	Megaforce	0	15	3.5	1.352144
8288	A Midsummer Night's Sex Comedy	0	93	6.5	11.212722
15600	Missing	14000000	81	7.2	4.652888
52083	The Missionary	7241180	10	5.2	1.196669
124963	Monsignor	0	4	4.8	0.744858
11949	Monty Python Live at the Hollywood Bowl	0	37	7.2	4.160035
42134	Moonlighting	0	6	7.1	1.464085
79257	Mother Lode	0	2	6.5	0.717144
42130	The Night of the Shooting Stars	0	17	6.3	0.6225310000000001
42131	The Night of Varennes	0	13	6.4	1.171804
41291	One from the Heart	0	20	5.6	1.429843
84784	Pandemonium	0	2	6.0	0.175473
23942	Paradise	5588800	25	5.6	1.895489
72340	Partners	0	2	6.0	0.408723
32692	Godard's Passion	0	11	5.7	2.387475
37997	Permanent Vacation	0	28	6.0	2.212593
27609	Personal Best	0	10	5.0	1.329464
25872	The Pirate Movie	0	7	5.4	0.840824
83562	Privates on Parade	0	7	4.9	0.535723
127	Blind Chance	0	29	7.7	3.208221
14645	Santa Claus Is a Stinker	0	203	7.4	5.870932
27726	Q	0	40	5.4	3.386544
42135	Querelle	0	20	6.5	1.29069
21923	Richard Pryor: Live on the Sunset Strip	0	22	7.7	1.4758229999999999
1563	Sunless	30878	49	7.7	3.827583
17132	Savannah Smiles	0	7	5.2	0.732106
59533	The Secret Policeman's Other Ball	0	0	0.0	0.588173
2262	Veronika Voss	0	21	7.0	1.126574
52772	Shoot the Moon	8100000	7	5.7	1.194891
46925	Six Pack	20225989	8	5.8	0.7007770000000001
77073	Six Weeks	0	4	5.1	0.36749899999999996
76395	The Soldier	0	7	5.8	0.829343
37607	Some Kind of Hero	0	4	6.4	0.9793940000000001
30874	The New York Ripper	0	60	5.7	4.273868
30363	The State of Things	0	10	6.2	1.372892
49409	Starstruck	0	1	8.0	0.039514
32048	Still of the Night	0	22	6.1	3.764354
48139	El Sur	0	16	7.2	1.152642
30584	Sword of the Valiant: The Legend of Sir Gawain and the Green Knight	0	7	6.6	1.263534
48313	Tag: The Assassination Game	0	3	5.8	0.740913
48249	Tempest	0	10	5.6	4.6576699999999995
29702	Tenebre	0	107	6.6	13.925957999999998
24830	They Call Me Bruce?	16894678	11	5.2	1.223424
30049	Time Walker	0	6	5.7	2.936402
9699	Trail of the Pink Panther	9056073	63	4.9	4.918228
48561	La traviata	0	7	6.6	0.329373
30789	Venom	0	16	7.0	3.049914
81346	To Begin Again	0	8	6.3	0.286929
11057	Die weisse Rose	0	2	6.8	0.417127
47955	White Dog	0	56	6.5	2.849356
19322	Who Dares Wins	0	16	6.3	1.6805970000000001
31661	Wrong Is Right	0	10	6.0	2.13645
52556	The Road	0	19	7.1	1.460634
38219	Yor, the Hunter from the Future	0	8	3.8	0.737005
23943	Zapped!	0	38	5.1	3.4359889999999997
26454	Deliver Us from Eva	0	19	6.1	1.172757
9919	How to Lose a Guy in 10 Days	177371441	873	6.3	5.188107
6038	Shanghai Knights	88323487	707	6.0	7.469778
9480	Daredevil	179179718	1551	5.0	11.415558
14873	The Jungle Book 2	135680000	278	5.6	10.605851
13132	All the Real Girls	0	30	5.9	5.2897419999999995
22707	Amandla! A Revolution in Four-Part Harmony	405331	3	8.0	0.173464
18302	Painted Fire	0	10	6.6	1.792884
1956	Gerry	0	69	6.1	3.3377470000000002
12112	He Loves Me... He Loves Me Not	5126264	79	6.9	4.421311
50380	Lockdown	0	11	5.6	0.359979
212058	Ordinary Sinner	0	0	0.0	0.800079
12139	Dennis the Menace	117270765	280	5.5	10.378902
118936	Stand-In	0	3	7.2	0.5726600000000001
18587	10 to Midnight	7175592	37	6.1	3.372304
24883	The Black Stallion Returns	9800000	13	6.1	1.258022
17264	The Black Stallion	37799643	59	7.0	10.246132000000001
3426	Cesar and Rosalie	0	22	7.0	2.9840459999999998
2984	A Countess from Hong Kong	2000000	36	5.9	4.928589
33221	Into the West	0	8	6.8	1.979369
59201	Kinjite: Forbidden Subjects	0	12	4.4	0.635271
26172	Messenger of Death	0	11	5.6	8.755119
26173	Mr. Majestyk	0	32	7.0	2.073746
33055	Murphy's Law	0	19	6.1	2.722264
33364	A Patch of Blue	6792000	27	7.6	2.4616700000000002
33851	A Prayer for the Dying	1432687	16	6.1	2.527521
31598	Q & A	0	22	6.6	2.79389
59401	The Red Badge of Courage	0	20	6.5	1.340142
22233	The Thrill of It All	0	11	7.0	4.207464
4952	Pillow Talk	0	49	6.8	2.208919
991	The Man Who Fell to Earth	0	139	6.4	6.451499
4911	Dark Blue	9237470	86	6.5	4.9840800000000005
16072	Gods and Generals	12923936	49	6.1	5.374562999999999
11615	The Life of David Gale	38955598	497	7.3	9.930325999999999
11635	Old School	87055349	552	6.6	16.195894
125806	Dischord	0	0	0.0	0.113078
77283	The Lawless Heart	0	3	4.3	0.441662
35824	The Navigators	0	11	6.7	3.514414
102	Open Hearts	0	27	6.8	6.818513
14293	Poolhall Junkies	0	25	6.5	6.670147999999999
41820	Till Human Voices Wake Us	0	9	5.4	0.410083
105024	Stone Reader	0	3	7.3	0.41558
10623	Cradle 2 the Grave	56489558	242	5.8	8.364587
9613	Spider	0	176	6.4	5.812918
7015	American Heart	0	11	6.2	1.4550450000000001
210938	Edie & Pen	0	3	6.7	1.727228
42035	Insignificance	0	18	6.2	1.431944
21867	Lady Jane	0	22	6.9	1.991634
49680	Late Marriage	0	7	6.0	0.916098
6524	Life Stinks	0	48	5.5	2.468817
11244	The Meteor Man	0	33	4.6	4.8699010000000005
77233	Mr. North	1221366	3	4.5	0.19251300000000002
140071	Seize the Day	0	7	5.8	1.916869
21801	The Slaughter Rule	0	9	6.2	3.4061019999999997
35139	Teenagers from Outer Space	0	17	3.9	1.4488530000000002
54845	Trouble Bound	0	3	3.7	0.36645700000000003
23834	Volcano High	0	25	5.6	1.941389
14633	Ten	105656	19	6.4	0.9845149999999999
10678	Bringing Down the House	132675402	191	5.4	5.762343
9567	Tears of the Sun	85632458	582	6.4	10.614987
979	Irreversible	792	550	7.1	16.763820000000003
13819	Laurel Canyon	0	55	5.7	3.672246
1591	Nowhere in Africa	0	32	7.0	3.02027
24186	The Safety of Objects	0	13	7.3	1.460923
455	Bend It Like Beckham	76578641	593	6.2	6.262677
10632	The Hunted	34234008	194	6.0	7.481524
10929	Willard	0	82	5.8	4.109477
170400	Gaudi Afternoon	0	6	5.7	0.845166
16229	Prozac Nation	0	74	5.7	4.8655230000000005
12079	Spun	0	132	6.6	7.115355
44081	Under the Skin of the City	0	2	6.5	0.072402
36362	King of Kings	14483352	31	7.2	3.6574760000000004
4762	The Lost Honor of Katharina Blum	0	21	7.2	7.172922
18535	Loving You	0	13	5.2	2.118791
23159	The Talk of the Town	0	20	6.4	7.293819
27236	Two-Lane Blacktop	0	58	6.7	4.550433
42459	Bang the Drum Slowly	0	13	6.3	0.834564
43261	The Benny Goodman Story	0	4	5.9	0.830073
15347	Born Free	0	38	6.5	2.672431
44968	Born Yesterday	0	22	4.8	1.863936
37258	Equus	0	31	6.9	2.193595
8996	Europa Europa	0	48	7.3	2.9176349999999998
125413	Fear Strikes Out	0	2	7.0	0.647084
17729	The Glenn Miller Story	0	37	6.6	5.401649
12157	Green Card	29888235	97	5.9	11.169488000000001
11571	Journey to the Center of the Earth	10000000	107	6.7	10.38937
71142	One Good Cop	0	18	4.8	3.167139
10293	Pauline at the Beach	0	22	7.8	2.704568
2671	Ringu	8690429	310	6.9	6.4861260000000005
9669	Ringu 2	18686644	81	5.4	5.277814
45129	Salaam Bombay!	2080046	19	7.1	2.533455
42618	Sweet Charity	20000000	15	6.5	0.537378
41164	Talent for the Game	0	1	6.0	0.26198899999999997
66027	Women in Love	0	26	5.9	2.3459119999999998
36211	Japón	0	10	7.3	0.398828
9557	Boat Trip	8586376	148	4.7	6.515316
6171	Dreamcatcher	75715436	574	5.2	7.694847
13691	Piglet's Big Movie	0	76	6.1	8.516475
11523	View from the Top	15614000	145	5.0	5.506354
114065	Down & Out With The Dolls	0	0	0.0	0.002404
14675	The Awful Truth	0	48	7.2	8.105442
2525	The Bible: In the Beginning...	0	34	6.2	4.309564
57447	The House with Laughing Windows	0	49	6.9	2.0891990000000003
42695	I Am Curious (Yellow)	0	17	4.7	1.478689
49845	Les Dames du Bois de Boulogne	0	18	7.6	1.153856
18992	My Friend Flicka	0	2	3.8	0.7099300000000001
29912	The Robe	36000000	43	6.4	3.826281
28881	Wind	5519569	10	6.1	8.004555
80243	Unknown Pleasures	0	11	6.8	0.737946
10782	Basic	42792561	290	6.2	14.327717000000002
9341	The Core	74208267	531	5.5	11.664861
9776	Head of State	0	71	5.3	3.3632449999999996
10735	What a Girl Wants	0	377	5.8	6.743150999999999
16425	Assassination Tango	0	8	5.3	1.2168299999999999
25461	Raising Victor Vargas	2816116	14	7.8	1.178723
51927	Stevie	97000	13	6.7	0.489997
12516	Dreams	0	100	7.5	5.845197
1675	Day for Night	17808	100	8.0	10.101183
62184	Eye of God	0	3	6.0	0.11926600000000001
17057	In a Lonely Place	0	103	7.5	6.331826
41938	Physical Evidence	0	12	4.8	1.138586
79615	Square Dance	225358	3	5.3	0.200027
40718	Wake of the Red Witch	0	12	5.2	0.9896290000000001
42178	Winter Kills	0	5	6.1	0.47269799999999995
203252	Fellini: I'm a Born Liar	0	3	5.7	0.985867
6016	The Good Thief	0	32	6.0	4.022761
8409	A Man Apart	44350926	261	5.8	17.714247
1817	Phone Booth	97837138	1087	6.7	9.142772
284096	Cet Amour-là	0	1	7.0	0.060572
11299	Cowboy Bebop: The Movie	0	174	7.3	11.562163
17995	DysFunktional Family	0	4	6.1	0.7268020000000001
21052	Levity	209151	26	5.9	2.400607
7294	The Man Without a Past	0	76	7.0	4.006786
9506	Anger Management	195745823	937	5.9	9.409379
14290	Better Luck Tomorrow	0	28	6.5	5.309188
24982	Ghosts of the Abyss	17040871	39	7.1	4.835446
2662	House of 1000 Corpses	16829545	310	6.0	11.00913
12093	Lilya 4-ever	0	141	7.7	5.457863
18941	Marion Bridge	0	6	6.2	0.431196
42383	XX/XY	0	11	5.4	1.479433
11817	Bulletproof Monk	0	285	5.2	7.963481
24621	Chasing Papi	6126237	16	6.3	1.251134
13370	A Mighty Wind	18750246	75	6.6	4.672036
8326	Holes	0	396	6.7	17.193267000000002
13411	Malibu's Most Wanted	0	77	4.7	4.025079
11516	Winged Migration	20217080	50	7.1	3.6899300000000004
10180	Flickering Lights	0	49	7.1	2.553711
994	Straw Dogs	3251794	230	7.2	6.632663000000001
66918	Beginning of the End	0	11	3.9	0.44894799999999996
10514	The Andromeda Strain	12376563	196	7.0	11.081253
14237	Brainscan	4352094	58	6.0	8.096719
1714	Fahrenheit 451	0	198	7.0	7.630417
14308	I Am Trying to Break Your Heart	0	4	8.0	0.998704
41461	The Iceman Cometh	0	7	5.1	0.544729
9930	Legal Eagles	0	53	5.9	12.798828
32083	Married to It	0	5	5.7	1.4245780000000001
107569	Memories of Me	0	3	5.0	0.8498829999999999
16651	The Other Side of Heaven	4720371	14	6.7	1.782377
57565	A Private Function	0	12	5.8	0.734578
108553	Sibling Rivalry	0	12	3.8	1.2431290000000002
12661	Undercover Blues	12416686	47	6.2	2.614785
29355	Wildcats	0	51	6.2	5.033047
24961	The Wiz	21049053	63	5.8	4.233080999999999
26866	Swords of Blood	0	15	6.4	3.086951
31633	The Marrying Man	12454768	17	5.0	2.70816
20978	My Father the Hero	0	22	5.4	2.498723
47762	Scenes from a Mall	9563393	22	4.8	1.739182
47329	Stella	20240128	11	6.2	6.1756269999999995
10743	Confidence	0	127	6.4	6.959638000000001
2832	Identity	90259536	1090	7.1	17.955897
31459	It Runs in the Family	0	8	5.2	2.791925
19153	The Real Cancun	0	8	3.3	1.096057
31932	City of Ghosts	0	18	5.4	2.4814060000000002
38868	A Decade Under the Influence	0	9	8.0	0.381538
72996	House of Fools	57862	9	5.7	0.8706450000000001
15098	Manic	0	32	7.2	2.544943
11458	People I Know	0	48	5.5	5.7578949999999995
16636	Spellbound	0	43	7.2	2.445503
18736	The Lizzie McGuire Movie	55534455	292	5.8	6.730857
36658	X2	407711549	3572	6.8	0.9130959999999999
46989	Blue Car	464000	13	6.7	2.154226
20689	The Dancer Upstairs	0	14	6.8	1.303136
13438	Marooned in Iraq	0	2	8.5	0.073685
15394	Owning Mahowny	0	37	6.8	3.015314
10708	Daddy Day Care	164433867	526	5.6	6.5049269999999995
22016	Man on the Train	0	25	6.9	1.5603360000000002
85472	Only the Strong Survive	0	1	7.0	0.317166
22958	The Shape of Things	0	38	6.4	2.897666
15850	The Trip	0	15	5.4	3.120644
251053	Washington Heights	156021	3	8.5	0.6019359999999999
10989	101 Reykjavik	0	34	6.7	6.565758
1816	A Chorus Line	14202899	37	6.1	3.998475
42017	Absolute Beginners	0	14	5.9	1.377893
17667	Beat Street	0	21	6.9	2.2489209999999997
17464	Breakin' 2: Electric Boogaloo	0	28	5.1	7.43009
15259	Breakin'	0	32	5.8	2.5982830000000003
10515	Castle in the Sky	0	877	7.8	11.061551
45069	Hysterical Blindness	0	8	4.9	5.003372
117269	Lambada	0	5	4.6	0.802118
21024	Roadie	0	12	6.8	1.1360270000000001
42792	The Carpetbaggers	0	7	5.3	1.427019
43232	Les Girls	0	11	6.4	6.636057000000001
22201	Gunfight at the O.K. Corral	11750000	64	6.9	10.460298
11424	High Society	0	48	7.2	4.534136
34857	Kiss Me Kate	0	24	6.8	12.325805
604	The Matrix Reloaded	738599701	3500	6.7	16.229317
55616	Dracula: Pages from a Virgin's Diary	0	8	6.9	0.810769
10720	Down with Love	20298207	202	6.1	9.392508
51230	Cinemania	0	10	7.1	0.44668800000000003
23423	Friends and Family	0	7	4.3	0.5922350000000001
1555	The Spanish Apartment	3897799	276	7.0	5.94395
33875	Pokémon Heroes: Latios and Latias	20867919	71	5.7	4.01309
310	Bruce Almighty	484572835	3121	6.4	15.947524
5146	The In-Laws	20440627	68	5.6	6.585107000000001
30055	Gigantic (A Tale Of Two Johns)	0	2	8.0	0.42335600000000007
12544	Respiro	0	26	6.3	1.498672
12	Finding Nemo	940335536	6292	7.6	25.497794
9654	The Italian Job	176070171	1949	6.6	13.995044
9902	Wrong Turn	28650575	652	6.0	14.079718
2260	Capturing the Friedmans	3117985	112	7.4	4.453296
61939	The Three Marias	0	2	5.8	0.15338800000000002
18385	Together	0	22	6.5	1.916724
584	2 Fast 2 Furious	236350661	2087	6.2	2.32462
39125	Love the Hard Way	0	8	7.2	1.9550419999999997
1088	Whale Rider	41400000	114	7.1	11.040186
5921	Nevada Smith	0	34	6.9	6.974375
47423	Once a Thief	4303351	28	6.7	7.625338
49798	Regeneration	0	7	5.7	1.2148940000000001
43239	Silk Stockings	0	15	6.9	2.6907919999999996
32140	Snowball Express	0	8	6.3	1.757944
14676	A Man Called Horse	0	58	6.6	14.35552
78281	For Sale	0	3	5.5	0.384772
21717	Big Jake	0	55	6.8	4.1755260000000005
29425	The Crazies	0	67	6.0	3.7392260000000004
28503	Dementia 13	0	24	5.4	1.990789
59950	Drole de Drame	0	7	7.1	1.135768
5920	Le Mans	0	52	6.7	3.571383
51391	Murder on a Sunday Morning	0	13	7.7	1.010752
26593	Rio Lobo	0	47	6.2	4.501917
50285	Siam Sunset	0	6	6.7	0.5956020000000001
33564	The Swimmer	0	38	7.4	3.5898879999999997
43361	The White Sheik	0	29	7.2	2.384287
6646	Treasure Island	0	35	6.9	2.67963
29514	Two Evil Eyes	0	36	6.1	8.027314
38720	Walk Don't Run	0	18	6.3	1.900797
147729	Animals Are Beautiful People	0	21	7.5	1.5821319999999999
38732	Bend of the River	0	30	6.8	2.0624830000000003
15462	Car Wash	0	35	6.3	3.259637
22386	Come September	0	14	6.9	0.905633
43828	Destry Rides Again	0	39	6.9	5.507383
11145	The Electric Horseman	61801971	35	5.4	5.916187
32328	Gay Purr-ee	0	14	6.4	1.9761919999999997
47715	Intervista	0	11	5.6	1.022275
29586	King Rat	0	22	6.7	2.383562
12629	Live Wire	0	15	6.0	2.029086
111815	Mr & Mrs Bridge	0	17	5.3	1.035174
25381	Night Passage	0	14	5.7	1.6854799999999999
38800	The Rare Breed	0	18	5.7	5.046033
21027	Shenandoah	0	33	6.7	3.265501
37264	Straight Talk	0	22	6.0	2.30139
11890	Oscar	23562716	128	6.2	6.137796
36807	The Sixth Man	0	23	5.0	3.747649
18721	The Far Country	0	25	6.5	2.335287
37662	The Railway Children	0	25	7.1	1.47155
11916	Two Mules for Sister Sara	5050000	129	6.6	10.072738000000001
14551	Winchester '73	0	72	7.5	6.275958
34759	Ziggy  Stardust and the Spiders from Mars	0	15	7.6	1.167518
51426	Battle Cry	0	9	5.3	0.91269
42986	The Courtship of Eddie's Father	0	7	4.7	4.127528
26317	Man with a Movie Camera	0	114	8.1	4.6943779999999995
43490	Objective, Burma!	0	16	6.3	3.274326
40683	Operation Pacific	0	10	4.9	4.02995
8092	This Boy’s Life	4104962	192	7.0	9.665142
18200	13 Rue Madeleine	0	12	6.3	1.8121200000000002
15925	633 Squadron	0	16	5.3	1.497347
32087	Attack	0	24	6.8	2.155549
290	Barton Fink	6153939	450	7.4	8.387025999999999
11463	Battle of Britain	0	79	6.5	4.822357
2470	Belle Époque	0	32	6.9	3.5652779999999997
42640	The Big Trail	0	29	6.4	3.192318
44043	Cloak and Dagger	0	12	6.4	2.018295
30462	The Comancheros	0	43	6.4	4.432418
1403	Duel at Diablo	0	22	6.3	4.299387
10243	The Flight of the Phoenix	0	70	7.0	4.570894
42541	From the Terrace	0	5	5.8	0.578068
37103	Heaven Knows, Mr. Allison	0	27	6.8	3.5841260000000004
46059	The Hot Rock	0	27	6.7	2.787865
40085	The Long, Hot Summer	0	42	6.5	12.158012
47684	Man of Aran	0	7	7.0	0.587342
2263	Music Box	6263883	26	6.8	5.397405
6523	North to Alaska	0	25	5.7	2.827496
2527	This Man Must Die	0	22	7.5	2.0436389999999998
18780	Sink the Bismarck!	0	25	6.7	5.472565
19728	The Blue Max	0	29	6.6	4.361612999999999
26205	The Desert Fox: The Story of Rommel	0	22	6.4	2.118207
3009	The Trial	0	80	7.4	5.310729
6643	The Unforgiven	0	35	5.8	2.914053
18972	The Undefeated	0	30	5.6	10.975431
53380	Divine Trash	39842	13	7.4	1.1430040000000001
14817	Good Burger	0	113	5.4	10.580421000000001
41426	Jubilee	0	16	5.9	1.115491
41791	Mississippi Masala	0	21	6.4	5.659326
49842	Quai des Orfèvres	152961	15	7.8	4.72304
41670	A Stranger Among Us	0	22	5.2	8.900124
30708	Cahill U.S. Marshal	0	33	5.7	3.131954
38765	Chisum	0	49	6.7	3.334076
29627	Defence of the Realm	750000	10	6.8	1.506457
98984	Eat a Bowl of Tea	0	2	3.0	0.079911
36372	Half Moon Street	0	16	5.1	1.4411889999999998
30529	The Truce	0	10	5.4	0.9560690000000001
24073	Opportunity Knocks	11359129	16	5.3	1.200053
2071	Shattered	11511031	32	6.1	6.851939
43516	The Song of Bernadette	0	16	7.4	1.171051
33638	The Life and Times of Judge Roy Bean	0	29	6.5	4.15819
57476	The Spirit of '76	0	4	3.3	0.549549
32489	Thoroughly Modern Millie	0	26	7.1	2.608222
48864	Where the Heart Is	0	9	6.3	1.4493610000000001
10152	Dumb and Dumberer: When Harry Met Lloyd	39267515	211	4.1	9.280038000000001
31246	From Justin to Kelly	4922166	23	3.0	1.695369
11375	Hollywood Homicide	51142659	172	5.0	11.080439
20694	Rugrats Go Wild	0	62	5.6	9.599034
16311	The Hard Word	0	11	5.7	1.129436
24985	The Heart of Me	0	5	7.7	1.49983
18300	Jet Lag	0	26	5.7	3.490296
55735	Loco Love	0	3	4.7	0.404979
185465	Manito	0	2	5.5	0.131027
210728	No Turning Back	0	0	0.0	0.003326
39088	Tycoon	0	10	5.9	1.030832
17813	Alex & Emma	15368897	71	5.0	5.236854
94996	On_Line	0	1	6.0	0.341883
42995	Experiment in Terror	0	26	6.5	14.209279
115665	Extasis	0	4	6.3	0.668037
4708	Is Paris Burning?	0	25	7.2	2.076076
35068	Murphy's War	0	15	6.4	1.276311
42511	Orphans of the Storm	0	20	6.8	1.5268760000000001
35669	The Satanic Rites of Dracula	544476	29	5.1	2.067929
49584	Strange Planet	0	5	6.1	0.7896810000000001
170	28 Days Later	82719885	1816	7.1	17.656951
9471	Charlie's Angels: Full Throttle	259175788	930	5.2	7.821116
12800	Gasoline	0	4	5.4	0.477258
44562	Ed and His Dead Mother	0	12	5.5	1.633558
9581	Fulltime Killer	0	34	6.6	4.788907
117179	Just a Little Harmless Sex	0	2	6.0	0.348671
15486	The Bank	0	12	5.0	1.6379549999999998
216	Ali: Fear Eats the Soul	0	74	7.5	5.855308
47676	Bodies, Rest & Motion	764083	8	4.3	2.296734
45139	Jesus	0	8	8.9	0.762672
44736	The Long Ships	0	15	6.0	1.835475
18569	Made for Each Other	0	7	4.9	1.240701
113739	Ring of Terror	0	5	1.2	0.45043199999999994
52758	You Only Live Once	0	27	7.2	1.5438319999999999
38171	Anastasia	0	31	6.7	3.504149
61225	The Babe	17530973	46	5.4	4.337214
18886	Flight of the Intruder	0	31	5.7	8.340023
24109	Fun with Dick and Jane	0	13	6.6	1.224832
19957	Knights of the Round Table	0	18	6.8	4.861517
42176	The Main Event	0	13	4.8	2.467596
39231	Man's Favorite Sport?	0	23	5.8	3.070786
18722	Mr. Baseball	20000000	37	5.8	11.950477000000001
43039	Never on Sunday	8000000	14	6.0	1.879162
40634	Nuts	0	25	6.0	2.258245
20645	Rhapsody in August	0	33	6.8	3.659999
33454	Scaramouche	6746000	13	6.9	3.803547
19753	Start the Revolution Without Me	0	12	5.5	2.4061779999999997
48451	Strange Bedfellows	0	6	6.8	1.067539
11482	The Tenant	0	181	7.7	6.583984
70912	The Advocate	667	8	5.8	0.47737399999999997
42492	Up the Sandbox	0	2	7.3	0.13845
6949	What's Up, Doc?	0	74	7.3	3.427108
1927	Hulk	245360480	1571	5.3	15.422638000000001
10327	Legally Blonde 2: Red, White & Blonde	124914842	386	5.2	7.2880460000000005
14411	Sinbad: Legend of the Seven Seas	26288320	386	6.6	8.388773
296	Terminator 3: Rise of the Machines	435000000	2177	5.9	20.818907
302	Swimming Pool	22441323	154	6.5	14.481103
22	Pirates of the Caribbean: The Curse of the Black Pearl	655011224	7191	7.5	47.326665000000006
46993	Madame Satã	0	9	5.6	0.621761
8698	The League of Extraordinary Gentlemen	179265204	1181	5.7	10.488764999999999
554	The Cuckoo	0	24	6.9	2.4811650000000003
61545	The Holy Land	0	0	0.0	0.001714
34840	The Housekeeper	0	8	6.1	0.827852
17920	I Capture the Castle	0	26	7.1	2.625315
40947	Km. 0	0	5	7.2	0.678689
32235	Northfork	0	26	6.8	3.4509730000000003
8961	Bad Boys II	273339556	1588	6.3	8.191436
17403	How to Deal	0	42	5.7	3.5685309999999997
9486	Johnny English	160583018	875	6.0	8.739991
20439	The Anarchist Cookbook	0	4	3.8	1.02291
3472	Dirty Pretty Things	0	135	6.8	5.349653
35265	L'imbalsamatore	56878	17	7.0	1.4055799999999998
25921	Garage Days	0	6	4.9	1.002876
24259	On the Run	0	2	7.0	0.103334
41453	The Sea Is Watching	0	4	7.0	1.550933
68927	Born to Be Wild	0	11	5.0	1.315948
11894	Curly Sue	0	112	5.5	8.965053
20726	Little Giants	0	87	6.0	5.0458739999999995
24558	Loose Cannons	5585154	20	4.9	1.9612080000000003
12649	The Mouse That Roared	0	23	6.9	2.6121380000000003
44916	Spencer's Mountain	0	15	6.3	5.477087
24356	Masked and Anonymous	0	13	5.2	2.524264
1996	Lara Croft Tomb Raider: The Cradle of Life	156505388	1443	5.5	13.076349
4464	Seabiscuit	148336445	219	6.8	7.851669
12279	Spy Kids 3-D: Game Over	197011982	525	4.7	8.025145
9104	Buffalo Soldiers	0	93	6.5	6.134588
33339	Camp	1628154	24	5.6	6.411695
47232	Hotel	0	5	3.5	0.763339
71714	Lucía, Lucía	0	4	6.3	0.8311059999999999
54580	Mondays in the Sun	146402	37	7.0	2.061389
4613	Scorched	0	33	5.4	4.163428
12530	Avanti!	0	49	6.8	10.088989
45096	Eve of Destruction	0	9	5.1	2.2777580000000004
21882	Gator	0	16	4.9	3.078583
29805	Juggernaut	0	35	6.0	11.665082
24993	Kickboxer 2:  The Road Back	1250712	38	4.2	8.500628
53021	Kiss Me, Stupid	0	28	6.7	2.1261740000000002
430	One, Two, Three	4000000	66	7.6	3.044499
123833	Possible Loves	0	6	6.4	0.388631
5185	The Private Life of Sherlock Holmes	1500000	61	6.9	4.127728
10553	Remo Williams: The Adventure Begins...	14393902	64	6.4	11.106753999999999
21512	The Blood of Heroes	882290	32	5.9	10.3371
21449	What's Up, Tiger Lily?	0	49	5.6	2.916982
4984	White Lightning	0	21	6.2	2.580493
8273	American Wedding	231449203	1158	6.0	14.397139000000001
8046	Gigli	7266209	105	3.5	11.415316
50350	And Now... Ladies and Gentlemen...	0	2	8.0	0.9918879999999999
287811	Boys Life 4: Four Play	0	1	5.0	0.066548
48967	I'll Be There	0	7	5.8	0.33676500000000004
8094	The Magdalene Sisters	20957001	114	7.4	5.725912
26195	The Secret Lives of Dentists	0	6	6.8	0.9475540000000001
10330	Freaky Friday	110230332	919	6.0	7.867999
125952	Seaside	0	2	2.5	0.69918
9257	S.W.A.T.	116643346	780	5.8	13.334952
9499	Le Divorce	12991996	40	4.8	8.73915
17180	Princess Blade	0	9	5.6	1.287847
15292	Step Into Liquid	0	17	7.1	1.436072
12491	Accattone	0	49	7.8	2.5570310000000003
41660	The Making of '...And God Spoke'	0	5	5.4	0.179149
78041	Big Trouble	0	7	6.3	0.329531
27814	Brain Damage	0	54	6.8	4.899686
41206	A Double Life	0	13	7.1	0.818896
33954	Hawks and Sparrows	0	38	7.1	2.833298
48364	The Man in the Glass Booth	0	7	6.7	0.528522
71010	Purpose	0	2	3.5	0.5578850000000001
23395	The Red Pony	0	7	5.0	0.843101
47278	Sex & the Other Man	0	3	4.3	0.174274
24192	The Gospel According to Matthew	0	54	7.4	2.534184
10237	The Honeymoon Killers	0	23	6.7	2.746721
833	Umberto D.	0	92	8.0	5.71023
26755	Brother's Keeper	0	14	7.4	0.003013
